0	322.244
1	322.245
2	322.245
3	322.246
4	322.247
5	322.249
6	322.251
7	322.254
8	322.257
9	322.261
10	322.265
11	322.271
12	322.268
13	322.267
14	322.267
15	322.267
16	322.268
17	322.27
18	322.273
19	322.276
20	322.28
21	322.284
22	322.29
23	322.296
24	322.295
25	322.294
26	322.295
27	322.296
28	322.298
29	322.3
30	322.303
31	322.307
32	322.311
33	322.316
34	322.322
35	322.33
36	322.328
37	322.328
38	322.329
39	322.33
40	322.333
41	322.335
42	322.339
43	322.343
44	322.347
45	322.353
46	322.359
47	322.366
48	322.365
49	322.365
50	322.366
51	322.368
52	322.37
53	322.373
54	322.376
55	322.381
56	322.385
57	322.391
58	322.397
59	322.404
60	322.403
61	322.404
62	322.405
63	322.406
64	322.409
65	322.412
66	322.415
67	322.419
68	322.424
69	322.43
70	322.436
71	322.443
72	322.442
73	322.443
74	322.444
75	322.445
76	322.448
77	322.45
78	322.454
79	322.458
80	322.463
81	322.468
82	322.475
83	322.482
84	322.481
85	322.481
86	322.482
87	322.484
88	322.486
89	322.489
90	322.493
91	322.497
92	322.502
93	322.507
94	322.514
95	322.521
96	322.52
97	322.52
98	322.521
99	322.523
100	322.525
101	322.528
102	322.532
103	322.536
104	322.541
105	322.546
106	322.553
107	322.56
108	322.559
109	322.559
110	322.56
111	322.562
112	322.564
113	322.567
114	322.571
115	322.575
116	322.58
117	322.586
118	322.592
119	322.599
120	322.598
121	322.599
122	322.6
123	322.601
124	322.604
125	322.607
126	322.61
127	322.615
128	322.619
129	322.625
130	322.631
131	322.639
132	322.638
133	322.638
134	322.639
135	322.641
136	322.643
137	322.646
138	322.65
139	322.654
140	322.659
141	322.665
142	322.671
143	322.679
144	322.678
145	322.679
146	322.68
147	322.681
148	322.684
149	322.687
150	322.691
151	322.695
152	322.7
153	322.706
154	322.712
155	322.72
156	322.719
157	322.72
158	322.721
159	322.723
160	322.725
161	322.729
162	322.732
163	322.737
164	322.742
165	322.748
166	322.754
167	322.762
168	322.761
169	322.762
170	322.763
171	322.765
172	322.768
173	322.771
174	322.775
175	322.78
176	322.785
177	322.791
178	322.798
179	322.806
180	322.805
181	322.806
182	322.807
183	322.809
184	322.812
185	322.816
186	322.82
187	322.824
188	322.83
189	322.836
190	322.843
191	322.851
192	322.85
193	322.851
194	322.853
195	322.855
196	322.858
197	322.862
198	322.866
199	322.871
200	322.877
201	322.883
202	322.89
203	322.898
204	322.898
205	322.899
206	322.901
207	322.903
208	322.907
209	322.91
210	322.915
211	322.92
212	322.926
213	322.932
214	322.94
215	322.948
216	322.948
217	322.95
218	322.952
219	322.954
220	322.958
221	322.962
222	322.967
223	322.972
224	322.978
225	322.985
226	322.993
227	323.002
228	323.002
229	323.004
230	323.006
231	323.009
232	323.013
233	323.018
234	323.023
235	323.029
236	323.035
237	323.042
238	323.05
239	323.059
240	323.06
241	323.062
242	323.065
243	323.069
244	323.073
245	323.078
246	323.084
247	323.09
248	323.097
249	323.104
250	323.113
251	323.123
252	323.124
253	323.127
254	323.13
255	323.134
256	323.139
257	323.144
258	323.151
259	323.157
260	323.165
261	323.173
262	323.182
263	323.193
264	323.195
265	323.198
266	323.202
267	323.207
268	323.212
269	323.219
270	323.225
271	323.233
272	323.241
273	323.25
274	323.26
275	323.271
276	323.274
277	323.278
278	323.283
279	323.288
280	323.295
281	323.302
282	323.309
283	323.318
284	323.327
285	323.336
286	323.347
287	323.359
288	323.362
289	323.367
290	323.373
291	323.379
292	323.386
293	323.394
294	323.402
295	323.411
296	323.421
297	323.431
298	323.442
299	323.455
300	323.458
301	323.464
302	323.47
303	323.477
304	323.484
305	323.492
306	323.5
307	323.51
308	323.52
309	323.53
310	323.541
311	323.554
312	323.558
313	323.563
314	323.569
315	323.576
316	323.583
317	323.591
318	323.6
319	323.609
320	323.619
321	323.63
322	323.641
323	323.654
324	323.658
325	323.664
326	323.67
327	323.677
328	323.684
329	323.692
330	323.701
331	323.71
332	323.72
333	323.731
334	323.742
335	323.755
336	323.759
337	323.764
338	323.77
339	323.777
340	323.784
341	323.792
342	323.8
343	323.809
344	323.818
345	323.829
346	323.839
347	323.852
348	323.855
349	323.86
350	323.866
351	323.872
352	323.879
353	323.886
354	323.894
355	323.903
356	323.912
357	323.922
358	323.932
359	323.944
360	323.947
361	323.952
362	323.957
363	323.963
364	323.97
365	323.977
366	323.985
367	323.993
368	324.002
369	324.012
370	324.022
371	324.034
372	324.038
373	324.042
374	324.048
375	324.054
376	324.061
377	324.068
378	324.076
379	324.085
380	324.095
381	324.105
382	324.116
383	324.128
384	324.132
385	324.138
386	324.144
387	324.151
388	324.159
389	324.167
390	324.177
391	324.187
392	324.198
393	324.209
394	324.222
395	324.236
396	324.242
397	324.249
398	324.257
399	324.266
400	324.276
401	324.287
402	324.299
403	324.311
404	324.325
405	324.34
406	324.355
407	324.373
408	324.382
409	324.393
410	324.405
411	324.418
412	324.432
413	324.448
414	324.464
415	324.482
416	324.501
417	324.521
418	324.543
419	324.567
420	324.583
421	324.601
422	324.62
423	324.641
424	324.664
425	324.688
426	324.714
427	324.741
428	324.77
429	324.802
430	324.834
431	324.87
432	324.899
433	324.93
434	324.963
435	324.999
436	325.037
437	325.078
438	325.121
439	325.166
440	325.215
441	325.266
442	325.32
443	325.377
444	325.429
445	325.484
446	325.543
447	325.605
448	325.669
449	325.737
450	325.808
451	325.881
452	325.956
453	326.033
454	326.112
455	326.191
456	326.261
457	326.33
458	326.398
459	326.465
460	326.53
461	326.592
462	326.653
463	326.711
464	326.767
465	326.821
466	326.872
467	326.923
468	326.962
469	327
470	327.036
471	327.07
472	327.102
473	327.133
474	327.163
475	327.19
476	327.217
477	327.242
478	327.266
479	327.289
480	327.301
481	327.314
482	327.324
483	327.334
484	327.343
485	327.35
486	327.356
487	327.362
488	327.365
489	327.368
490	327.37
491	327.371
492	327.362
493	327.352
494	327.341
495	327.328
496	327.315
497	327.3
498	327.283
499	327.265
500	327.245
501	327.224
502	327.202
503	327.178
504	327.144
505	327.109
506	327.072
507	327.034
508	326.995
509	326.955
510	326.915
511	326.874
512	326.833
513	326.794
514	326.757
515	326.722
516	326.681
517	326.643
518	326.608
519	326.576
520	326.547
521	326.521
522	326.498
523	326.478
524	326.462
525	326.448
526	326.438
527	326.431
528	326.418
529	326.409
530	326.403
531	326.399
532	326.399
533	326.401
534	326.406
535	326.414
536	326.424
537	326.438
538	326.454
539	326.474
540	326.487
541	326.504
542	326.525
543	326.548
544	326.574
545	326.603
546	326.635
547	326.67
548	326.709
549	326.75
550	326.796
551	326.845
552	326.889
553	326.937
554	326.989
555	327.045
556	327.105
557	327.169
558	327.238
559	327.311
560	327.388
561	327.471
562	327.558
563	327.651
564	327.741
565	327.837
566	327.939
567	328.047
568	328.161
569	328.282
570	328.411
571	328.546
572	328.689
573	328.84
574	328.999
575	329.167
576	329.336
577	329.515
578	329.704
579	329.904
580	330.115
581	330.336
582	330.57
583	330.816
584	331.075
585	331.347
586	331.633
587	331.933
588	332.237
589	332.556
590	332.886
591	333.229
592	333.581
593	333.943
594	334.312
595	334.686
596	335.058
597	335.424
598	335.784
599	336.136
600	336.467
601	336.788
602	337.097
603	337.394
604	337.679
605	337.951
606	338.211
607	338.459
608	338.696
609	338.921
610	339.136
611	339.342
612	339.528
613	339.706
614	339.875
615	340.036
616	340.189
617	340.334
618	340.473
619	340.605
620	340.73
621	340.85
622	340.963
623	341.072
624	341.166
625	341.256
626	341.341
627	341.421
628	341.498
629	341.57
630	341.638
631	341.703
632	341.764
633	341.822
634	341.876
635	341.928
636	341.968
637	342.005
638	342.04
639	342.071
640	342.101
641	342.128
642	342.152
643	342.174
644	342.194
645	342.212
646	342.227
647	342.241
648	342.244
649	342.245
650	342.244
651	342.241
652	342.236
653	342.228
654	342.219
655	342.208
656	342.195
657	342.18
658	342.162
659	342.144
660	342.113
661	342.081
662	342.047
663	342.01
664	341.971
665	341.929
666	341.885
667	341.838
