275.664353, -250.139223, -197.033711, -205.142855
411.188220, 256.495494, -293.445519, -384.938635
363.366409, -121.051430, -50.808992, -131.634864
348.036267, -49.206096, 84.701029, -192.666617
654.439326, 408.019170, 410.167964, 513.239184
369.567786, -193.565423, 302.211823, -133.854298
465.672938, 379.820556, 381.193431, -80.079934
529.012633, 127.167910, -175.141401, 212.754706
291.604795, -41.399884, -264.088208, -272.875844
304.441870, -217.958425, -217.551028, -284.792743
431.911089, 186.755009, 22.529016, -74.122319
457.441870, -327.246955, 198.742005, -165.607191
625.672502, 270.074226, -87.298510, 490.858159
557.637049, -186.246927, -78.052688, 437.806680
433.625374, 21.175663, -143.623184, 257.383482
498.506886, 406.609695, 26.162119, -466.778462
334.292081, 144.495745, -302.621009, -312.914651
442.162791, -147.656143, -400.545181, 8.932611
447.603834, 193.445312, -233.803864, -162.341361
313.622703, -224.129755, 256.417774, -293.389566
263.672727, -87.857761, -188.337677, -246.714232
374.940700, 18.783467, 306.753979, -64.284209
434.901136, 21.413294, -227.280222, -74.496759
411.139232, 335.351780, 100.311630, -306.410090
400.799693, 249.779327, -286.109616, 84.479483
417.203074, -139.156867, -58.362480, 88.164484
454.787550, 283.605505, -411.663002, -338.821420
411.288039, 334.993895, -136.082879, 322.576871
361.493079, 17.752723, -327.357735, -131.012003
489.259012, -350.008369, 400.006349, 9.942591
279.721015, -200.402357, -199.900515, -47.765313
488.046794, 398.129460, 119.088318, -456.996330
426.914412, 348.353464, 349.499192, -318.198442
485.983870, 24.080791, 304.466855, 195.445207
320.581291, -290.990436, -290.530949, -177.279056
444.915375, -63.360918, -317.781174, 8.919532
273.384781, -91.188373, -195.288470, -99.022421
286.460598, -260.137013, -259.622157, 5.904778
395.676826, -283.651533, -207.030534, 235.104192
575.113140, -521.746678, 470.088512, 341.730443
344.971492, 214.987059, -246.256828, 72.712165
554.123374, 451.446404, -77.195193, 328.595434
396.482047, -56.373177, -359.083883, -219.442219
498.403205, -166.713362, -451.550908, 391.364810
316.061731, -226.342273, 16.230147, 66.877974
466.992474, 22.636499, -333.554162, 366.549832
399.174479, -133.119224, 249.963175, 313.351869
585.750090, 477.688591, 479.469610, 11.242779
310.466611, -103.432717, -102.863716, -171.816023
418.386738, 180.593110, -378.825224, 88.249362
341.741758, -179.483941, -309.615207, -58.394886
349.662425, -317.259489, 84.874108, 74.036679
453.562974, -151.600943, -237.209877, 356.124995
430.541820, 103.730259, 269.781635, 173.086315
667.048625, 416.127621, 545.911788, 267.961664
311.237300, -282.396496, -43.662904, -53.117299
586.510984, 253.481209, 367.557721, 347.870622
320.165171, -290.348137, 77.725475, -115.859570
467.540796, 113.011106, 382.587924, -258.960648
302.261599, 14.876542, -273.711970, -167.326362
428.507553, 21.188805, -305.967205, -319.131805
498.721590, -261.357167, 312.279138, -85.286357
591.637309, 481.865488, -422.335753, 350.916226
473.933711, 23.389983, -66.167531, 9.403006
425.022741, 21.186362, 22.089373, -235.329637
343.386363, -245.711109, 17.652209, -189.953800
362.074370, -51.526257, -50.613817, 145.704317
516.712491, 124.896587, 422.825047, -286.195777
444.161662, -148.086471, -147.175611, -75.981548
486.369208, -68.913701, 397.828053, 195.661368
409.023388, -214.708026, 21.053553, 164.707797
440.891206, -231.309370, -146.146011, -159.654545
339.349623, -307.743010, 147.379247, -57.926394
398.794721, -208.891510, 96.946652, -373.117220
356.439883, -186.540807, 291.481390, -333.492377
258.284692, -234.318703, -85.692080, -142.837662
492.045294, 307.375058, 402.774456, -460.721938
505.276907, -458.466858, 316.204587, 300.242568
473.412719, 23.719871, 205.953984, -262.138978
344.397857, -180.635801, 149.664978, 72.808330
402.576079, -57.331329, -287.540297, 8.070726
405.628252, 175.427989, 176.533948, 7.911056
493.868859, 119.188873, 25.738628, -367.901197
300.083999, -272.239493, -99.559993, -165.953687
273.312930, -143.430764, -142.937172, -98.967002
448.886466, -235.756606, -148.832964, 180.781481
609.484584, -436.418781, 498.261181, 478.635370
585.866518, 477.655978, 367.304553, 123.270684
338.896629, -242.708439, -242.179305, -187.455140
305.037048, -276.347517, 249.348058, -285.315537
367.026534, 88.239928, -262.062429, 7.268351
421.982533, 182.332164, 183.612940, 250.299470
560.652317, 456.850206, -185.433958, 118.066980
428.912042, 185.366247, -141.914441, -73.582736
331.108637, -46.898889, 17.159378, -119.997367
428.979614, -143.491520, -388.653468, 336.850814
378.042953, -126.198867, -125.293641, 152.194883
416.267571, -58.796424, 181.038433, -230.444134
574.735743, -411.699963, 249.646569, 451.371573
523.886560, -73.785920, 428.564081, -390.166607
540.749154, -192.217772, 453.561217, -504.091442
650.680851, -355.803460, 171.594302, -606.680035
433.640961, -320.322816, -134.846338, -238.138622
474.121587, 13.264723, -329.362456, -170.076010
680.291917, -111.932962, -602.534602, 277.807336
462.029639, -429.932686, 387.710550, -341.755866
634.629705, 504.604872, -562.912959, -228.294747
728.644630, -400.177908, 193.107832, 578.049516
606.931691, 132.779081, -421.391211, 247.645447
949.513512, 388.931033, 432.799946, 387.946972
443.452673, -243.097596, -392.579801, 266.358372
508.125139, -181.338925, -352.425459, 402.615097
617.801986, -102.467385, 400.377886, 371.461921
791.192074, 323.466299, 664.245518, 626.978100
482.349545, -263.915949, -57.582253, -264.941918
503.788602, -275.465206, -156.784439, -373.367586
820.305833, 337.114142, 530.546334, -608.413499
754.084621, 309.150553, 488.106132, 18.986284
552.932358, -514.254552, -171.971617, -409.502621
618.338869, 254.167261, -311.106209, -103.465804
615.435287, -573.627361, -308.642525, 488.205353
439.234708, -240.566288, -388.970719, 95.349090
458.336587, 101.065340, -406.504205, -428.164307
586.129974, 127.770592, -182.067212, 464.155182
597.953015, -213.018530, -529.521884, 244.327434
651.079782, -606.003068, 47.301150, -232.359325
795.531137, 478.630696, 57.455505, 324.639172
461.496561, 190.176973, -320.897757, -431.159580
